collection,id,audience,status,original_title,polished_title,original_text,polished_text
Manager-source Quick Message,procedure-12,Customer,review-pending,Changes to Attorney Portal account when moved to another firm (when emails do not match FL Bar website),Attorney moved to a different firm or email address,"An e-portal account never belongs to the law firm. It always belongs to the attorney no matter where they go unless it was a government email address like a SAO or PD.
On the Florida Bar website, it has you listed as:
If that is not correct, please update it. I cannot send you the email that will have your account username and password reset information until that has been done.
Please email me at [internal staff email redacted] with that information.
I will close this ticket and look for your email.
In your email, state the following:
My Information on the FloridaBar.org website has been updated (it may take 24-48 hours for that to happen)
List your bar#
New email address:
I will then send you an email with all the information needed to get in and update your profile.
Self-Represented Litigant & Non-Attorney- Case Status & Access
MyFLCourtAccess.com cannot give access to self-represented filers to view their case docket or filings made to your case through this website.
You cannot get case updates via this website.
**You may only file to your case through this website**
We do not ""link"" your case docket to your portal account.
Only documents you filed through this website are viewable through your Email Log under your My Account tab, 14 days after the clerk has accepted the filing(s).
Documents that others have filed into your case, the links are only accessible for 14 days if you were selected to be included in the eService email that was sent out, which has a link you can click on to view and download the documents.
If you were not selected (check your junk/spam) then you will need to access from the Clerk of the Courts website.
If it is beyond the 14 days, to access case information and/or case status, you will need to visit the Clerk of the Courts website in the county your case is filed in.
If you are unable to access information from their website, you may have to make a formal request on their website from the case.
If you want to file documentation to your existing case, you can use the File to Existing instructions below.","A Portal attorney account belongs to the attorney, not the law firm, unless the current manager procedure identifies a government-account exception.

When the attorney's email no longer matches the Florida Bar record:
1. Update the attorney's public Florida Bar information.
2. Allow time for the updated Bar record to synchronize. The source states 24–48 hours; confirm the current timeframe.
3. Submit a new Help Desk request stating that the Florida Bar record was updated and include the Bar number and new email address.
4. After verification, Portal Support can provide the current secure account-access procedure.

Do not include passwords or temporary credentials in the ticket or hosted Workbench."
Manager-source Quick Message,procedure-14,Customer,manager-provided,Please contact the Clerk of the Court,"Refer court, docket, form, and hearing questions to the Clerk","Thank you for contacting the E-Filing Portal website MyFLCourtAccess.com.
Unfortunately, I am unable to assist you.
The E-filing Portal help desk, support@myflcourtaccess.com only provides Navigational and Technical Support for the website MyFLCourtAccess.com
for the submission (uploading) of documentation that you have ready to file to create a case, or to an existing case.
We do not provide case procedural information, nor are we able to advise you on which forms need to be filed or where to find the form(s).
Please be advised that the E-Filing portal website MyFLCourtAccess.com is not the Clerk of the Court or the District Court of Appeals.
We are unable to:
1. Verify your court date.
2. Review / pull / give access to documents / status of case, issuance of summonses / provide copies / explain case procedure.
3. Provide legal counsel.
4. Confirm your Application for Indigence approval.
5. Unlock documents from the docket.
6. Assist with Zoom, telephonically connect, or reschedule your Zoom meeting.
7. Provide where to find information on what forms you need to file.
We do not offer or have access to forms to send to you.
If you are not sure of the form(s) you need or how to complete your forms correctly, it is recommended that you seek legal counsel to assist you.
For help with your request / issue / questions, please contact or visit the website for the:
Clerk of the Courts in the county your case will be or has been filed in or visit their website.
If you are filing in or with the District Court of Appeals
The District Court of Appeals for the jurisdiction filing/filed in or visit their website.
*Please note that Florida law (F.S. 28.215) prevents our staff from providing legal advice. .
I am not an attorney and cannot provide legal advice. Nothing contained in this correspondence is intended to be, nor should it be, considered as such.","Portal Support provides technical and navigational assistance for MyFLCourtAccess.com. We cannot:

• Verify a court date or hearing
• Provide the official case status
• Retrieve, unlock, change, or provide copies of docketed documents
• Confirm summons issuance or indigence decisions
• Select court forms or explain filing procedure
• Provide legal advice
• Connect, reschedule, or provide access to a Zoom or telephone hearing

Please contact the Clerk of Court for the county where the case is or will be filed. For an appellate matter, contact the applicable District Court of Appeal. Portal Support can assist after you have the documents and filing selections needed to submit through the Portal."
Manager-source Quick Message,procedure-15,Customer,manager-provided,Data Collecting when something wrong happens on the website,Collect information for a website-performance issue,"Thank you for reaching out. We have noticed a few offices experiencing slowness with the site. We are being asked to collect the following data to help pinpoint where the issue may be.
Dates experiencing slowdowns:
Filer Role: (Attorney, Law Enforcement...)
Browser being used and version: (Microsoft Edge, Google, Firefox)
Who is your internet provider?
Description of issue:
Last time your browser was updated?
Name: / Organization Name:","To help investigate the reported website slowness or performance issue, please provide:

• Date and approximate time of each occurrence
• Filer role
• Browser name and version
• Device and operating system
• Internet provider or organization network
• Exact page, action, and error or symptom
• Date the browser was last updated
• Name and organization
• Whether other users are affected
• Screenshot, when available"
Manager-source Quick Message,procedure-16,Customer,manager-provided,Change Docket Information/ Rescind or Remove from,Correct or remove an incorrect docketed filing,"If your filing was incorrect and/or docketed to the case with incorrect information and should be removed or changed, please contact the Clerk of the Court as to what their procedure is.
Contact the Clerk to check if they have not accepted or filed your submission.
If the filing has not been “Filed” to the docket:
Have the filing moved to the correction queue for you to correct it then re-file to the case.
Have the filing rejected all together.
If the Clerk has accepted the filing and the documents have been added to the docket:
Call the clerk to inquire on what their procedure is to have it corrected or removed from the docket.
Once the clerk has updated the docket, you can do 1 of 2 things so that the information gets corrected in your My Cases on the portal:
Re-file to the case through the portal using the E-filing map option, not from
the My Cases. This will show the case parties correctly after submitting.
OR
Send an email to Support@myflcourtaccess.com with the case#, county, and ask to mirror the information listed on the docket header for name:
(After the clerk has made the changes to the docket)
Unfortunately, we only handle the navigational & technical side of the E-Filing Portal, and we do not have the ability to review, change or send copies from submitted filings. The Clerk's office handles and reviews all filings and should be able to help you with your request.","The correct path depends on whether the Clerk has accepted the filing.

If the filing has not been accepted or docketed:
• Contact the Clerk and ask whether it can be returned to Correction Queue or rejected so it can be corrected.

If the filing has been accepted and added to the official docket:
• Contact the Clerk to ask about its correction or removal procedure. Portal Support cannot change the official docket.

After the Clerk updates the case information:
• Use the E-Filing Map to submit to the corrected case rather than opening the old entry from My Cases; or
• Submit a Help Desk request with the case number and county if the current manager procedure calls for Portal data to be mirrored from the corrected docket header.

Document the RAC and docket findings before providing the path."
Manager-source Quick Message,procedure-17,Customer,manager-provided,How to correct when filed Under the Wrong Attorney,Filing submitted under the wrong attorney,"We are unable to remove the case from under the incorrect attorney’s My Cases.
You will need to refile to the case under the correct attorney.
Log in under the wrong attorney's account and remove them from the eService list. (see attached instructions)
Double check that the correct attorney is listed on the docket as the attorney of record.
Otherwise, you will need to contact the Clerk of the Court to inquire as to what the procedure is for changing the AOR.","Portal Support cannot remove the case from the incorrect attorney's My Cases list or change the official attorney of record.

1. Confirm the correct attorney is listed on the official docket.
2. Submit the required filing under the correct attorney's Portal account.
3. Use the approved eService maintenance instructions to remove the incorrect attorney when permitted.
4. If the docket lists the wrong attorney of record, contact the Clerk for its correction procedure."
Manager-source Quick Message,procedure-18,Customer,manager-provided,Filed under the wrong county,Filing submitted to the wrong county,"Pease refile to the case under the correct county.
We are unable to remove the filing from the docket that was done in the incorrect county.
You will also need to remove yourself from the eService list as well from the incorrect case.
If the filing was docketed to the case:
Please contact the Clerk of the Court's for the incorrect county to inquire as to what their procedure is for removing your filing from the wrong docket.","A filing submitted to the wrong county cannot be removed from the official docket by Portal Support.

1. Confirm the filing and docket status.
2. Submit the document to the correct county using the correct case information.
3. Use the approved eService maintenance procedure for the incorrect case when applicable.
4. If the filing was accepted or docketed in the wrong county, contact that county's Clerk of Court for its removal or correction procedure."
Manager-source Quick Message,procedure-21,Customer,review-pending,Unknown Charges:,Information needed to research an unknown charge,"I will need more information to assist.
What type of payment was used (Credit, debit, ACH?)
What is the last 4 of the payment account/card number?
Date of Charge:
Amount of charge:
Any other numbers/verbiage from your statement?","To research the charge, please provide:

• Payment type: credit, debit, or ACH
• Last four digits only of the card or account
• Date of charge
• Exact amount
• Statement descriptor, reference number, or other visible wording
• Filing number, if known
• Name on the Portal account

Do not send a full card number, bank-account number, security code, password, or other payment credential."
Manager-source Quick Message,procedure-22,Customer,manager-provided,My Cases- Case does not populate:,Find a case that does not appear in My Cases,"If you click on My Cases, and in the Case Style box, insert the last name of a case party and click search, the case will populate for you to access or file to. If it does not, try the other case party or business name.
Also, look at the search options:
Court: leave blank if you are searching by last name.
Then remove last name and search by county.
Include: (set this to all or active)
Cases per page: change to 1000.
**Suggested filer use the alternate look up method to pull case forward from the My Cases search function or will need to file to the case for access if not done previously","In My Cases, try the following searches one at a time:

1. Search Case Style using the last name of one case party. If no result appears, try another party or the business name.
2. Leave Court blank when searching by party name.
3. Clear the party name, then search by county.
4. Set Include to All or Active, as appropriate.
5. Increase Cases per page to the largest approved value.

If the case still does not appear, use the alternate case lookup or E-Filing Map. A case may not appear in My Cases until the filer has submitted to it through the Portal and the Clerk has accepted the filing."
Manager-source Quick Message,procedure-24,Customer,manager-provided,Proposed documents in “Transmitted” status,Proposed document remains in Transmitted status,"The filing is still in the transmitted status.
On filings ""transmitted"" to the Judge:
Please call the JA with the filing number (9-digits) to see if they call pull it from the Judicial Circuit Interface queue.
Here is how proposed orders are supposed to move through the system:
Filing is submitted.
Then transmitted to the Judicial Circuit Interface.
The judge's office goes in and pulls the filing from the judicial circuit interface.
The judge signs off or denies the proposed order.
The Judge's office sends the denied or signed filing to the Clerk. (at the Judge's discretion what the exact procedure is, it may or may not go through the clerk)
The Clerk files to the docket if approved and signed.
Or the judge’s office files directly to the docket.
If the Judge's office cannot find the filing, they may require you to refile.
Also, The Clerk does not always file the signed copy, nor does the judge always send the signed or rejections through the e-portal system. This means you will need to check the docket to make sure signed orders are not being missed. The Clerk of the Court’s have their own procedures in which they send out the signed orders if the Judge’s office does not process. You may want to call and check with the Clerk and or the JA on what their procedure is.","A proposed document in Transmitted status has been sent to the judicial interface but has not completed the judge/Clerk process.

Contact the Judicial Assistant with the nine-digit filing number and ask whether the filing is available in the Judicial Circuit Interface queue. The judge's office and Clerk control what happens after transmission, including approval, denial, docketing, or a request to refile.

Check the official docket and follow the current instructions from the Judicial Assistant or Clerk. Do not refile solely because the Portal still shows Transmitted unless the appropriate office directs you to do so."
Manager-source Quick Message,procedure-25,Customer,manager-provided,Cannot make changes to the docket,Portal Support cannot change the official docket,"Unfortunately, we only handle the navigational & technical side of the E-Filing Portal, and we do not have the ability to review your case, make changes to or send copies from submitted filings.
The Clerk' of Court’s office handles the uploading of your filings to the docket once they have run it through their case management system.","Portal Support handles the technical and navigational functions of the E-Filing Portal. We cannot review the merits of a case, change the official docket, unlock docketed documents, or provide copies of filed documents.

The applicable Clerk of Court controls docket processing and document access after accepting the filing."
Manager-source Quick Message,procedure-29,Customer,manager-provided,Lawyer is Attorney Of Record- but not listed on docket (Cannot access documents),Attorney of record is not listed on the docket,"Looking at the docket, the Clerk's office has not added you/your/the attorney as the AOR.
Please contact the County Clerk's office, give them the case and filing number. Advise that they do not have you listed as the Attorney of Record even after your Notice of Appearance was filed, thus making you unable to access the documents through your portal account and that you have already spoken to the e-filing portal support service desk and was directed to contact them because only the Clerk's office can update the docket.
Once that is done, you should have access to the case through your portal account. Keep in mind there are some cases you will not be able to access even as the Attorney of Record.
Example: Closed, Sealed, Confidential, Formal Probate or Locked files.","The official docket does not currently show the attorney as Attorney of Record.

Contact the applicable Clerk of Court and provide the case number and filing number. Explain that the Notice of Appearance was submitted but the docket has not been updated, which is preventing Portal document access.

After the Clerk updates the docket, Portal access may become available. Access can still be restricted for closed, sealed, confidential, formal probate, or otherwise locked matters."
Manager-source Quick Message,procedure-31,Customer,manager-provided,How a filing is processed through the portal to the clerk:,How a filing moves from the Portal to the docket,"We do not manage nor upload your documents to the docket the clerk has created.
Think of the portal as the electronic mail delivery. Once the Clerk takes the accepts the filing, the portal is then hands off.
The Clerk moves the filings through their case management system and uploads the images to the docket..","The Portal acts as the electronic delivery system. It transmits the filing to the applicable Clerk of Court.

After the Clerk accepts the submission, the Clerk processes it through the court's case-management system and controls when the documents appear on the official docket. Portal Support does not upload documents to the docket."
Manager-source Quick Message,procedure-32,Customer,manager-provided,Confidential case access or filing information,Confidential-case access and filing limitations,"If a case is confidential or involves a minor, you may not be able to access the case docket from the MyFLCourtAccess.com website and will need to contact the clerk of the courts to obtain docket access.
Since we are not the Clerk, we are unable to grant access or send copies.
Note: All confidential, sealed, domestic violence, and most formal probate dockets are also NOT accessible from our website.
When filing to these types of cases, case party names will not be displayed in the portal, are not searchable in your My Cases, and parties to file on behalf of are not always listed.
The portal will not allow for filing to confidential cases where parties are not listed and the filing has a related fee.
If there is a fee, the filing will need to be done in person, by mail or courier.","Confidential, sealed, minor-related, domestic-violence, formal-probate, or otherwise restricted cases may not be searchable or viewable through MyFLCourtAccess.com.

Portal Support cannot grant docket access or provide copies. Contact the applicable Clerk of Court for access instructions and any approved alternate filing method.

For some confidential matters, case parties are not displayed in the Portal. If the filing requires both a party selection and a fee, the Portal may not support completion. Confirm the current procedure with the Clerk before proceeding."
Manager-source Quick Message,procedure-34,Customer,manager-provided,Docket access,Reasons a docket document may not open,"Thank you for contacting the E-Filing Portal website MyFLCourtAccess.com.
The e-filing portal cannot provide copies of filings from the docket or eServiced documents.
Reasons why you may be unable to access dockets &/or filings via this website.
(See one or more of the listings highlighted below)
The file is too large; this website will time out before the document can be opened. (Larger than 15-20 pages)
There is a lock or stop sign symbol for the document:
The file has been locked due to confidential or sensitive information.
The Portal does not have the ability to lock or unlock files nor have access to them.
If the case has /is a: disposition date, closed, sealed or confidential.
(Even if you are the attorney of record- you will still be unable to access via your e-filing account)
The Clerk does NOT have you listed on the docket as the Attorney of Record.
You are not logged into the AOR account to be able to access the documents.
If this case is a Formal Admin Probate case. You cannot access those through your e-filing portal account.
You have NOT filed to this case through the e-filing portal as the Attorney of Record through your portal account.
Please visit the Clerk of the Court’s website in the county where the case is filed in and try to obtain it from their website’s case search.
If you’re unable to access the docket and their filings, you will likely have to use the Clerk’s request form (if they have one) from their website or sign up for an account to use their website. Please contact the Clerk of the Court in the county the case is filed in to inquire if the document is available and can it be sent to you in an alternative method or format.
Please note, the E-Filing Portal MyFLCourtAccess.com website is not the Clerk of the Court or The District Court of Appeals.
**Referred to the Clerk for an alternative method of accessing filings not able to be accessed or viewed through E-Filing portal account and/or the Clerk website.","Portal Support cannot provide copies of docketed filings or eServed documents. Common reasons a document may not open through the Portal include:

• The file is too large and times out
• A lock or stop-sign icon indicates a restricted document
• The case is closed, sealed, confidential, or otherwise restricted
• The Clerk does not list the user as Attorney of Record
• The user is signed in under a different attorney account
• The attorney has not filed to the case through the Portal
• The matter is a case type that the Portal does not expose for document access

Search the case on the applicable Clerk website. If the document is still unavailable, contact the Clerk to request access or an alternate copy. Portal Support cannot unlock or release the document."
Manager-source Quick Message,procedure-37,Internal,internal-note,Functionability:,Session reset guidance provided,"Please make sure when leaving the website, you use the Sign Out hyperlink in the upper right of the page to ""reset"" for when you sign back in.
If you have the site open too long without using it, the site will time out and you will need to ""sign out"" and log back in for function ability to remain consistent.","Advised the filer to select Sign Out, close the browser, and sign in again after an idle timeout or inconsistent Portal behavior. Documented the result of the new session."
Manager-source Quick Message,procedure-38,Customer,manager-provided,Response to issues we are aware of and working on correcting:,Known issue under investigation,"Thank you for contacting the E-Filing Portal at MyFLCourtAccess.com to let us know of the issue you are experiencing.
We are aware of the issue and are currently working to get this resolved as quickly as we can.
Unfortunately, we do not have a specific time frame for completion.
Your ticket, with the information you provided, has been sent to the department who are using your examples for testing.
** the E-Filing Portal is aware of the issue and is currently in the process of being corrected
You should make sure to go through each area to make sure none of your information has been removed.","Thank you for reporting the issue. We are aware of the problem and are actively investigating it.

Your ticket and the evidence you provided have been sent to the appropriate team for testing. We do not currently have a confirmed resolution time.

Before submitting or resubmitting, review each page and field to confirm that no information has changed or disappeared. We will provide an update when verified information becomes available."
Manager-source Quick Message,procedure-41,Customer,manager-provided,DIY Filings Questions,Information needed for a DIY filing question,"Thank you for contacting the MyFLCourtAccess.com website Help Desk.
The following questions will help me to determine which instructions you may need to use to file.
Are you trying to use the DIY module with Interview module on the website?
Are you filing a new case or to an existing?
If new- What type of case are you filing for:
If this is an existing case, please supply the following information:
Case#:
What is the name if the document you want to file?
What is the county that you’re filing in?","To determine the correct Portal guidance, please provide:

• Are you using the DIY/Interview module?
• Are you filing a new case or submitting to an existing case?
• County where the case is or will be filed
• Case type, if this is a new case
• Case number, if this is an existing case
• Name of the document you want to submit
• Exact point where the issue occurs"
Manager-source Quick Message,procedure-43,Customer,manager-provided,Things you need to know before filing a new case:,Information to confirm before filing a new case,"Division filing in
Case type:
Sub type:
What forms are you going to need to file?
Please review / research the information on the clerk of the courts website in the county you are filing in.","Before starting a new-case filing, confirm the following with the applicable Clerk of Court:

• County and division
• Case type and subtype
• Required forms
• Filing fees
• Any county-specific instructions

Portal Support can provide navigation assistance after those filing choices are confirmed."
Manager-source Quick Message,procedure-46,Customer,manager-provided,Closing a Retired Attorney’s E-portal Account,Request to close a retired attorney Portal account,"To close the attorney portal account, you must:
Remove yourself from eservice on all cases. (see attached) Please make sure to check on cases that you are not able to remove yourself from.
If a Clerk's or Judge's office added you, please provide us a list with those case numbers and counties they were filed in that you are unable to remove yourself from.
Provide information on the day retirement is to begin.
You must no longer be listed on the Florida Bar as ""Eligible to Practice Law in Florida"".
Then you can contact us to request closure of an attorney account.","Before requesting closure of a retired attorney's Portal account:

1. Remove the attorney from eService lists where permitted.
2. Provide a list of any cases and counties where removal is blocked because the Clerk or judge's office added the attorney.
3. Provide the effective retirement date.
4. Confirm that the Florida Bar record no longer shows the attorney as eligible to practice, when required by the current procedure.
5. Submit the account-closure request through the approved channel.

Confirm current retirement and account-closure requirements before sending."
Manager-source Quick Message,procedure-52,Customer,manager-provided,Icons/Symbols- Red Stop Sign- Locked Files,Locked-document or red stop-sign icon,"We have no jurisdiction over the docket and what filings are locked.
We do not have the ability to lock or unlock documents.
The documents with the reds top sign that has the white line through it and those that have the locked icons cannot be viewed through the MyFLCourtAccess.com website. To view them, you will need to visit the County’s Clerk of Court website to request access to those files.
If you have already requested a View on Demand or a Request for Access and still do not have access, please reach out to the Clerk directly.","A red stop-sign or lock icon indicates that the document is not available through MyFLCourtAccess.com.

Portal Support cannot lock, unlock, or release docketed documents. Search the case on the applicable Clerk website or contact the Clerk to request access. If a View on Request or View on Demand request has already been submitted, follow up directly with the Clerk that processes the request."
Manager-source Quick Message,procedure-55,Customer,manager-provided,Watermarked Copies,Watermarked docket copy,"If you are the Attorney of Record and you filed through the website. MyFLCourtAccess.com eportal, you should be able to access the filing from the docket.
If the Clerk does not have you listed on the docket header as the Attorney of Record with a bar number, you will not be able to access through the portal and it is suggested that you to go to the Clerk's website to see if you can access or request an unwatermarked copy via their website.
The e-filing portal does not watermark documents, nor have the ability to remove them.
This is a clerk action, not a portal action.
The portal does NOT upload your documents to the docket.
The e-filing portal functions as the electronic messenger that sends your files to the clerk. The clerk then takes your files, runs it through their software, locks, marks and uploads the file to the docket.
Please contact the clerk for a clean copy as we cannot assist with this issue.","The E-Filing Portal does not add or remove watermarks from docketed documents. After a filing is transmitted, the applicable Clerk controls document processing, docket images, restrictions, and copies.

If an unwatermarked copy is required, search the Clerk's website or contact the Clerk to request an authorized copy. Portal Support cannot provide or alter the docketed document."
Manager-source Quick Message,procedure-60,Customer,manager-provided,Looking up the EPTL# in the Organization account (For the Admin of the account),Find a filing using the EPTL or Financial ID,"Please contact the organization administrator on the firm account to get that information since they have access to it.
I have the administrator as:
The EPTL# is the same as the financial ID. All you need to do is log in, go to My submissions, enter the EPTL# into the financial ID box, change the submission date to a week before the charge was made and hit search.
It will list all the information for the filing.","The organization administrator can view the information associated with the organization account.

To search for a filing:
1. Sign in to the Portal.
2. Open My Submissions.
3. Enter the EPTL number in the Financial ID field.
4. Set the submission-date range to include the charge date.
5. Select Search.

The results should display the filing information associated with that Financial ID. Confirm the current retention period before searching older activity."
Manager-source Quick Message,procedure-62,Customer,manager-provided,Self Rep/Attorney needs to update address/email/phone information,"Update address, email, or telephone information","I am not sure exactly where you need to update your address.
Is it with the Clerk of the Court?
Do you have an e-portal account for the website MyFLCourtAccess.com? Is that what you need to update?
If so, you can log in, go to your profile under the My Account dropdown, change the information and scroll to the bottom and click update.
However, this will NOT update your information on your case or with the Clerk's office.
Do you have a log in with the Clerk of the Court website? If so, go onto their website and update your information as well.
Contact the Clerk of the Courts office to see if you need to file to your case the designated email/address form to update your information.
If that is what is needed, you can file it with the below instructions:
(Paste How to- File to Existing case here)","First determine where the information must be changed.

Portal profile
1. Sign in to MyFLCourtAccess.com.
2. Open My Account > My Profile.
3. Update the information and select Update.
4. Sign out and sign back in to confirm the change.

Updating the Portal profile does not update the official case record, Clerk account, or existing eService lists. Contact the applicable Clerk to ask whether a notice or designated-email/address form must be filed in the case. Portal Support can provide File to Existing Case instructions after the required document is identified."
Manager-source Quick Message,procedure-63,Customer,manager-provided,When the Case number / Division or County changes:,"Case number, division, or county changed","If there has been a change in the County or division of a case, there are a few things you will need to do:
Division / Transferred Changes:
Do NOT pull the case from your My Cases to file to it. The portal will not auto update your case number/information.
Access the NEW case# via the E-filing map. When you submit a filing to the Clerk this way, once the filing is accepted it will populate with the correct division/ case# for you to file to the case correctly in the future.
You may need to add yourself back to the E-service list during the filing if you want to receive eService
**You will need to refile to the NEW case# to get access to the docket through the portal again.
County Changes:
Double check your case number with the new county the case is being transferred to. The case number will be different.
Do NOT pull the case from your My Cases to file to it. The portal will not auto update your case number/information.
Access the NEW case# via the E-filing map. Once you submit a new filing to the Clerk via the portal, and the filing is accepted, the case will populate with the correct County for you to file to it correctly in the future.
I would suggest filing a Notice of Appearance or designation of email/address form to the new case.
Ask the Clerk where to find the form(s) as we do not offer them on the website.
You may need to add yourself to the E-service list to the transferred case during the filing.
**You will need to refile to the NEW case# to get access to the docket through the portal again.","When a case is transferred or receives a new case number, do not open the old entry from My Cases and assume it will update automatically.

Division or case-number change
1. Confirm the new case number with the Clerk.
2. Use the E-Filing Map to locate the new case.
3. Submit the required filing to the new case.
4. After the Clerk accepts it, the corrected case information should populate for future filings.
5. Add the filer to the eService list when permitted and needed.

County transfer
1. Confirm the new county and new case number with the receiving Clerk.
2. Use the E-Filing Map to locate the new case in the receiving county.
3. Submit the required filing and follow the Clerk's instructions for any Notice of Appearance or designated-email/address form.
4. Confirm eService membership for the transferred case.

Portal Support cannot select the required legal form; obtain it from the Clerk."
Manager-source Quick Message,procedure-64,Customer,review-pending,Requests for Refunds- from the Portal,Information needed for a possible Portal refund,"I will need more information to send over to banking to initiate a refund.
What is the date of the charge listed on your statement?
How much was the charge?
What is the filing number the overpayment derived from?
Is this a credit, debit or ACH account?
What are the last 4 numbers of the account?","To determine whether the charge can be referred for payment review, please provide:

• Charge date
• Exact amount
• Filing number associated with the payment
• Payment type: credit, debit, or ACH
• Last four digits only of the card or account
• Statement descriptor or reference number

Do not send full payment credentials. A refund must not be promised until the transaction, ownership, and current refund procedure are verified."
Manager-source Quick Message,procedure-65,Customer,review-pending,Requests for Refunds- from The Clerk of the Courts,Refund request for a Clerk-collected payment,"You will need to contact the Clerk of the Courts on the County you filed in and speak to the division your case is filed in. ie: Domestic Relations/Family, Probate, County or Circuit Civil….etc.
Since they accepted the filing and pulled the funds, they would need to refund you.
If they tell you to call the e-filing portal, we cannot issue refunds. Ask them to request it from the portal if necessary. (There is a formal way most counties must use when contacting us to request refunds) We cannot issue just by your request alone.
Please be advised, the E-Filing portal website; MyFLCourtAccess.com website is not the Clerk of the Court, Judge’s office, or the District Court of Appeals.","If the Clerk accepted the filing and collected the payment, contact the applicable Clerk division to request a refund review.

Portal Support generally cannot initiate a Clerk-controlled refund solely from a filer's request. The Clerk may need to submit a formal request through the current county-to-Portal process. If the Clerk refers the customer back to Portal Support, document the Clerk contact and obtain the current manager-approved payment escalation path before promising any refund."
Manager-source Quick Message,procedure-73,Customer,manager-provided,How to add an attorney to an organization account,Add an attorney to an organization account,"Please check with the firms portal administrator, who is someone in the firm or organization first.
They have the ability to add you.",Contact the Portal administrator for the firm or organization. The organization administrator can add the verified attorney to the existing organization account.
Manager-source Quick Message,procedure-74,Customer,manager-provided,Changing Organizations,Move a user to a different organization,"If a user’s account already exists and their account is associated to a specific organization, that user can send in a request to be removed from the organization.
When the user goes to a firm or agency that has an organization already established, after they have been removed from the previous organization the Administrator for the current organization can add them from their E-Filing portal account.","A Portal user must first be removed from the previous organization under the current manager-approved procedure.

After removal, the administrator for the new firm or agency can add the existing user account to the new organization. Do not create a duplicate user account unless the current procedure specifically requires it."
Manager-source Quick Message,procedure-76,Customer,manager-provided,Delivery / copy of filings,Receive filing and eService email copies,"We do not ""customize"" accounts for any reason.
In reference to multiple filings, and a central depository for your team to access ""receipts"" from those filings, I suggest having your attorneys add an email address (specifically for your accounting needs) to their user profile (on each attorney portal account) as the alt 1 or alt 2 email address.
If they utilize all 3 (you cannot add any more) they will need to add you (and check the box next to the name) onto the service list when they file & submit to a case.
In addition to this, if the email addresses the eservice notices comes from has not been added to your allowed/permitted list in your email program, you could miss them and they may in up in Junk/Spam or stuck in one of your filtering software programs.
We recommend that you contact your IT group and ask them to whitelist the following email addresses/IP addresses:
And that everyone set up with an email program add them to their allowed senders listing.
e-service (eservice@myflcourtaccess.com): [IP redacted], [IP redacted], [IP redacted], [IP redacted], [IP redacted]
no_reply (noreply@myflcourtaccess.com): [IP redacted] and [IP redacted]
If you miss an email, an alternative method to finding an eservice email withing the past 90 days is to use the Email Log.
You can access the Email Log from your Portal account
(under My Account>Email Log use dropdown Eservice) to determine if those filings you've not received service on, were delivered to the email addresses listed on the Primary account.
If the Primary account received the email, but the others listed on the account as the alt 1 & 2 email did not, it is an issue with their email program and the allowance settings on it.","Portal accounts cannot be customized beyond the supported profile fields.

For additional receipt or service delivery:
1. Attorneys may add approved alternate email addresses to their Portal profile, up to the current account limit.
2. For case-specific service, the filer must select the intended recipients on the eService list when submitting.
3. Check Junk, Spam, Quarantine, and email-security filtering.
4. Ask the organization's IT team to allow the current Portal sender addresses, including eservice@myflcourtaccess.com and noreply@myflcourtaccess.com.
5. Use My Account > Email Log to confirm whether the Portal generated the message. The source states that recent messages may be available for 90 days; confirm the current retention period.

If the Email Log shows delivery to the primary address but an alternate address did not receive the message, the issue may be within the recipient's email system or filtering."
Manager-source Quick Message,procedure-77,Customer,manager-provided,Adding additional Parties to an already filed case,Additional case party is not available,"If while in the Portal and you do not see the Add Party (see below)
You can do 1 of 2 things:
Call the clerk of the courts to see if they will allow additional parties to be added via the eportal.
Choose any party listed to file on Behalf of and file without adding the party/parties and the clerk should add them to the list & case.","If the Portal does not display Add Party, contact the applicable Clerk of Court to confirm whether another party may be added through the Portal and which current procedure applies.

Do not select an unrelated party solely to bypass the required Filed On Behalf Of selection unless the current manager-approved procedure and the Clerk specifically authorize that action."
Manager-source Quick Message,procedure-85,Customer,review-pending,Form/Filing is accepted but the fee was not paid (Summons & other Fees),Accepted filing did not collect the required fee,"When the clerk has accepted the filing without the fee.
You have 2 options to make the payment:
Call the Clerk and ask how they want you to provide payment.
(Phone or US Mail)
Or refile the form and pay the fee. (you will lose the date/time stamp)","If the Clerk accepted the filing without collecting the required fee, contact the Clerk and ask how payment must be submitted.

The Clerk may direct payment by another method or may instruct the filer to submit again. A new submission may receive a new filing date and time. Do not refile or promise a refund without the Clerk's direction and current manager-approved payment guidance."
